---,Actor,Location,Rotation,Scale,Mesh,Materials
Row_288,Class'/Script/Engine.StaticMeshActor',"(X=-60000.000000,Y=-270000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_289,Class'/Script/Engine.StaticMeshActor',"(X=-90000.000000,Y=-270000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_290,Class'/Script/Engine.StaticMeshActor',"(X=-120000.000000,Y=-270000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_291,Class'/Script/Engine.StaticMeshActor',"(X=150000.000000,Y=90000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_292,Class'/Script/Engine.StaticMeshActor',"(X=-150000.000000,Y=-270000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_293,Class'/Script/Engine.StaticMeshActor',"(X=-180000.000000,Y=-270000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_294,Class'/Script/Engine.StaticMeshActor',"(X=-210000.000000,Y=-270000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_295,Class'/Script/Engine.StaticMeshActor',"(X=-240000.000000,Y=-270000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_296,Class'/Script/Engine.StaticMeshActor',"(X=-270000.000000,Y=-330000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_297,Class'/Script/Engine.StaticMeshActor',"(X=-270000.000000,Y=-300000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_298,Class'/Script/Engine.StaticMeshActor',"(X=-270000.000000,Y=-270000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_299,Class'/Script/Engine.StaticMeshActor',"(X=-270000.000000,Y=-240000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_300,Class'/Script/Engine.StaticMeshActor',"(X=-270000.000000,Y=-210000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_301,Class'/Script/Engine.StaticMeshActor',"(X=-270000.000000,Y=-180000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_302,Class'/Script/Engine.StaticMeshActor',"(X=150000.000000,Y=-150000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_303,Class'/Script/Engine.StaticMeshActor',"(X=-270000.000000,Y=-150000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_304,Class'/Script/Engine.StaticMeshActor',"(X=-270000.000000,Y=-120000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_305,Class'/Script/Engine.StaticMeshActor',"(X=-270000.000000,Y=-90000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_306,Class'/Script/Engine.StaticMeshActor',"(X=-270000.000000,Y=-60000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_307,Class'/Script/Engine.StaticMeshActor',"(X=-270000.000000,Y=-30000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_308,Class'/Script/Engine.StaticMeshActor',"(X=-270000.000000,Y=0.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_309,Class'/Script/Engine.StaticMeshActor',"(X=-270000.000000,Y=30000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_310,Class'/Script/Engine.StaticMeshActor',"(X=-270000.000000,Y=60000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_311,Class'/Script/Engine.StaticMeshActor',"(X=-270000.000000,Y=90000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_312,Class'/Script/Engine.StaticMeshActor',"(X=-270000.000000,Y=120000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_313,Class'/Script/Engine.StaticMeshActor',"(X=150000.000000,Y=-120000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_314,Class'/Script/Engine.StaticMeshActor',"(X=-270000.000000,Y=150000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_315,Class'/Script/Engine.StaticMeshActor',"(X=-270000.000000,Y=180000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_316,Class'/Script/Engine.StaticMeshActor',"(X=-270000.000000,Y=210000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_317,Class'/Script/Engine.StaticMeshActor',"(X=-270000.000000,Y=240000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_318,Class'/Script/Engine.StaticMeshActor',"(X=-210000.000000,Y=210000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_319,Class'/Script/Engine.StaticMeshActor',"(X=-330000.000000,Y=270000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_320,Class'/Script/Engine.StaticMeshActor',"(X=-300000.000000,Y=270000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_321,Class'/Script/Engine.StaticMeshActor',"(X=-270000.000000,Y=270000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_322,Class'/Script/Engine.StaticMeshActor',"(X=-240000.000000,Y=270000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_323,Class'/Script/Engine.StaticMeshActor',"(X=-210000.000000,Y=270000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_324,Class'/Script/Engine.StaticMeshActor',"(X=150000.000000,Y=-90000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_325,Class'/Script/Engine.StaticMeshActor',"(X=-180000.000000,Y=270000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_326,Class'/Script/Engine.StaticMeshActor',"(X=-150000.000000,Y=270000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_327,Class'/Script/Engine.StaticMeshActor',"(X=-120000.000000,Y=270000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_328,Class'/Script/Engine.StaticMeshActor',"(X=-90000.000000,Y=270000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_329,Class'/Script/Engine.StaticMeshActor',"(X=-60000.000000,Y=270000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_330,Class'/Script/Engine.StaticMeshActor',"(X=-30000.000000,Y=270000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_331,Class'/Script/Engine.StaticMeshActor',"(X=0.000000,Y=270000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_332,Class'/Script/Engine.StaticMeshActor',"(X=30000.000000,Y=270000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_333,Class'/Script/Engine.StaticMeshActor',"(X=60000.000000,Y=270000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_334,Class'/Script/Engine.StaticMeshActor',"(X=90000.000000,Y=270000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_335,Class'/Script/Engine.StaticMeshActor',"(X=150000.000000,Y=-60000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_336,Class'/Script/Engine.StaticMeshActor',"(X=120000.000000,Y=270000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_337,Class'/Script/Engine.StaticMeshActor',"(X=150000.000000,Y=270000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_338,Class'/Script/Engine.StaticMeshActor',"(X=180000.000000,Y=270000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_339,Class'/Script/Engine.StaticMeshActor',"(X=210000.000000,Y=270000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_340,Class'/Script/Engine.StaticMeshActor',"(X=239999.906250,Y=330000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_341,Class'/Script/Engine.StaticMeshActor',"(X=239999.906250,Y=300000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_342,Class'/Script/Engine.StaticMeshActor',"(X=240000.000000,Y=270000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_343,Class'/Script/Engine.StaticMeshActor',"(X=240000.000000,Y=240000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_344,Class'/Script/Engine.StaticMeshActor',"(X=240000.000000,Y=210000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_345,Class'/Script/Engine.StaticMeshActor',"(X=240000.000000,Y=180000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_346,Class'/Script/Engine.StaticMeshActor',"(X=150000.000000,Y=-30000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_347,Class'/Script/Engine.StaticMeshActor',"(X=240000.000000,Y=150000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_348,Class'/Script/Engine.StaticMeshActor',"(X=240000.000000,Y=120000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_349,Class'/Script/Engine.StaticMeshActor',"(X=240000.000000,Y=90000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_350,Class'/Script/Engine.StaticMeshActor',"(X=240000.000000,Y=60000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_351,Class'/Script/Engine.StaticMeshActor',"(X=240000.000000,Y=30000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_352,Class'/Script/Engine.StaticMeshActor',"(X=240000.000000,Y=0.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_353,Class'/Script/Engine.StaticMeshActor',"(X=240000.000000,Y=-30000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_354,Class'/Script/Engine.StaticMeshActor',"(X=240000.000000,Y=-60000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_355,Class'/Script/Engine.StaticMeshActor',"(X=240000.000000,Y=-90000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_356,Class'/Script/Engine.StaticMeshActor',"(X=240000.000000,Y=-120000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_357,Class'/Script/Engine.StaticMeshActor',"(X=-120000.000000,Y=-60000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_358,Class'/Script/Engine.StaticMeshActor',"(X=240000.000000,Y=-150000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_359,Class'/Script/Engine.StaticMeshActor',"(X=240000.000000,Y=-180000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_360,Class'/Script/Engine.StaticMeshActor',"(X=150000.000000,Y=-240000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_361,Class'/Script/Engine.StaticMeshActor',"(X=120000.000000,Y=-240000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_362,Class'/Script/Engine.StaticMeshActor',"(X=90000.000000,Y=-240000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_363,Class'/Script/Engine.StaticMeshActor',"(X=60000.000000,Y=-240000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_364,Class'/Script/Engine.StaticMeshActor',"(X=30000.000000,Y=-240000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_365,Class'/Script/Engine.StaticMeshActor',"(X=0.000000,Y=-240000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_366,Class'/Script/Engine.StaticMeshActor',"(X=-30000.000000,Y=-240000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_367,Class'/Script/Engine.StaticMeshActor',"(X=-60000.000000,Y=-240000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_368,Class'/Script/Engine.StaticMeshActor',"(X=150000.000000,Y=0.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_369,Class'/Script/Engine.StaticMeshActor',"(X=-90000.000000,Y=-240000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_370,Class'/Script/Engine.StaticMeshActor',"(X=-120000.000000,Y=-240000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_371,Class'/Script/Engine.StaticMeshActor',"(X=-150000.000000,Y=-240000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_372,Class'/Script/Engine.StaticMeshActor',"(X=-180000.000000,Y=-240000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_373,Class'/Script/Engine.StaticMeshActor',"(X=-210000.000000,Y=-240000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
Row_374,Class'/Script/Engine.StaticMeshActor',"(X=-240000.000000,Y=-240000.000000,Z=300.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Tiles/Water.Water'","(Material'""/Game/Tiles/Water_Ocean1""')"
